SKU,Processor,vCPUs (Qty.),Memory (GB),Max Temp Storage Disks (Qty.),Temp Disk Size (GiB),Temp Disk Random Read (RR)1 IOPS,Temp Disk Random Read (RR)1 Throughput (MB/s),Temp Disk Random Write (RW)1 IOPS,Temp Disk Random Write (RW)1 Throughput (MB/s),Max Remote Storage Disks (Qty.),Uncached Premium SSD IOPS,Uncached Premium SSD Throughput (MB/s),Uncached Premium SSD Burst1 IOPS,Uncached Premium SSD Burst1 Throughput (MB/s),Uncached Ultra Disk and Premium SSD v2 IOPS,Uncached Ultra Disk and Premium SSD v2 Throughput (MB/s),Uncached Burst1 Ultra Disk and Premium SSD v2 IOPS,Uncached Burst1 Ultra Disk and Premium SSD v2 Throughput (MB/s),Max NICs (Qty.),Max Network Bandwidth (Mb/s),Premium Storage,Premium Storage caching,Live Migration,Memory Preserving Updates,Generation 2 VMs,Generation 1 VMs,Accelerated Networking,Ephemeral OS Disk,Temporary local NVMe disks,Nested Virtualization,NVMe storage,Constrained core,Accelerators (Qty.),Accelerator-Memory (GB),Temp Disk Random Read (RR)1 Throughput (MBps),Temp Disk Random Write (RW)1 Throughput (MBps),Max Network Bandwidth (Mbps),VM Generation Support,Ephemeral OS Disks,Base CPU Performance of VM (%)1,Initial Credits (Qty.),Credits banked/hour (Qty.),Max Banked Credits (Qty.),Uncached Premium SSD Throughput (MBps),Uncached Premium SSD Burst1 Throughput (MBps),Local temporary storage,Temp Disk Size (GiB)1,Temp Disk Random Read (RR)2 IOPS3,Temp Disk Random Read (RR)2 Throughput (MBps)3,Uncached Ultra Disk and Premium SSD v2 Throughput (MBps),Uncached Burst1 Ultra Disk and Premium SSD v2 Throughput (MBps),Azure Disk Encryption for Linux VMs,Azure Disk Encryption for Windows VMs,"Temp Disk Random Read (RR)1,2 IOPS3","Temp Disk Random Read (RR)1,2 Throughput (MBps)3",Trusted Launch,Cores (Qty.),EPC Memory (GiB),Temp Disk Random Read (RR) IOPS,Temp Disk Random Read (RR) Throughput (MBps),EPC Memory (MiB),Accelerated Networking1,Temp Disk Random Write (RW)2 IOPS3,Temp Disk Random Write (RW)2 Throughput (MBps)3,Uncached Burst1  Ultra Disk and Premium SSD v2 IOPS,Uncached Burst1  Ultra Disk and Premium SSD v2 Throughput (MBps),Memory (GiB),Temp Disk Random Read1 IOPS,Temp Disk Sequential Read 1 Throughput (MBps),Temp Disk Random Write 1 IOPS,Temp Disk Sequential Write1 Throughput (MBps),Max Temp Storage (Qty.),Temp Storage Size (GiB),Temp ReadWrite Storage IOPS,Temp ReadWrite Storage Speed (MBps),Max Remote Storage (Qty.),Uncached Storage IOPS,Uncached Storage Speed (MBps),Uncached Storage Burst1 IOPS,Uncached Storage Burst1 Speed (MBps),Temp Disk Sequential Read1 Throughput (MBps),Temp Disk Random Write1 IOPS,Disk Cache Size (GiB),Cached Disk Random Read (RR)1 IOPS,Cached Disk Random Read (RR)1 Throughput (MBps),Accelerator Memory (GB),Hibernation,Uncached Disk IOPS,Uncached Disk Speed (MBps),Max Bandwidth (Mbps),Temp Disk Size (TB),Max Front-end NICs (Qty.),Max Front-end Bandwidth (Mbps),Max Scale-up NICS (Qty.),Max Scale-Up Bandwidth (Gbps)1,Max Scale-out NICS (Qty.),Max Scale-Out Bandwidth (TBps)2,Max Scale-Up Bandwidth (TBps)1,Max Scale-Out Bandwidth (Gbps)2,Max NVMe Disks (Qty.),NVMe Disk Size (TiB),Infiniband,NVMe Disk Size (GiB),L3 Cache (MB),Memory Bandwidth (GB/s),Base CPU Frequency (GHz),Single-core Frequency Peak (GHz),All-core Frequency Peak (GHz),Local Solid State Disks (Qty.),Local Solid State Disk Size (GiB),Backend NICs (Qty.),RDMA Performance (Gb/s),Backend Network,L3 Cache (GB),Memory Bandwidth (TB/s),Temp Disk Random Read (RR)2 Throughput (MB/s)3,Temp Disk Random Write (RW)2 Throughput (MB/s)3,Temp Disk Random Read (RR)1 IOPS,Temp Disk Random Read (RR)1 Throughput (MB/s),Temp Disk Random Write (RW)1 IOPS,Temp Disk Random Write (RW)1 Throughput (MB/s),Max Temp Disk Random Read (RR)1 IOPS,Max Temp Disk Random Read (RR)1 Throughput (MB/s),Max Temp Disk Cache Size (GiB),Max Temp Disk Burst2 IOPS,Max Temp Disk Burst2 Throughput (MB/s),Max Uncached Premium SSD IOPS,Max Uncached Premium SSD Throughput (MB/s),Max Uncached Premium SSD Burst1 IOPS,Max Uncached Premium SSD Burst1 Throughput (MB/s),Write Accelerator,Max Uncached Ultra Disk and Premium SSD v2 IOPS,Max Uncached Ultra Disk and Premium SSD v2 Throughput (MB/s),Max Temp Disk Sequential Read (SR)1 IOPS,Max Temp Disk Sequential Read (SR)1 Throughput (MB/s),Temp Disk Size (GB),Temp Disk Sequential Read1 Throughput (MB/s),Temp Disk Sequential Write1 Throughput (MB/s)
Standard_E8ds_v4,Intel Xeon Platinum 8370C (Ice Lake) [x86-64] Intel Xeon Platinum 8272CL (Cascade Lake) [x86-64] Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],8,64,1,300,38000,500,,,16,12800,192,16000,400,,,,,4,12500,Supported,Supported,Supported,Supported,Supported,Supported,Supported,Supported,,Supported,,,,,,,,,,,,,,,,Supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_E16ds_v4,Intel Xeon Platinum 8370C (Ice Lake) [x86-64] Intel Xeon Platinum 8272CL (Cascade Lake) [x86-64] Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],16,128,1,600,75000,1000,,,32,25600,384,32000,800,,,,,8,12500,Supported,Supported,Supported,Supported,Supported,Supported,Supported,Supported,,Supported,,,,,,,,,,,,,,,,Supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_E20ds_v4,Intel Xeon Platinum 8370C (Ice Lake) [x86-64] Intel Xeon Platinum 8272CL (Cascade Lake) [x86-64] Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],20,160,1,750,94000,1250,,,32,32000,480,40000,1000,,,,,8,16000,Supported,Supported,Supported,Supported,Supported,Supported,Supported,Supported,,Supported,,,,,,,,,,,,,,,,Supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_E32ds_v4,Intel Xeon Platinum 8370C (Ice Lake) [x86-64] Intel Xeon Platinum 8272CL (Cascade Lake) [x86-64] Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],32,256,1,1200,150000,2000,,,32,51200,768,64000,1600,,,,,8,16000,Supported,Supported,Supported,Supported,Supported,Supported,Supported,Supported,,Supported,,,,,,,,,,,,,,,,Supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_E48ds_v4,Intel Xeon Platinum 8370C (Ice Lake) [x86-64] Intel Xeon Platinum 8272CL (Cascade Lake) [x86-64] Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],48,384,1,1800,225000,3000,,,32,76800,1152,80000,2000,,,,,8,24000,Supported,Supported,Supported,Supported,Supported,Supported,Supported,Supported,,Supported,,,,,,,,,,,,,,,,Supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_E64ds_v4,Intel Xeon Platinum 8370C (Ice Lake) [x86-64] Intel Xeon Platinum 8272CL (Cascade Lake) [x86-64] Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],64,504,1,2400,300000,4000,,,32,80000,1200,80000,2000,,,,,8,30000,Supported,Supported,Supported,Supported,Supported,Supported,Supported,Supported,,Supported,,,,,,,,,,,,,,,,Supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_E80ids_v4,Intel Xeon Platinum 8370C (Ice Lake) [x86-64] Intel Xeon Platinum 8272CL (Cascade Lake) [x86-64] Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],80,504,1,2400,375000,4000,,,64,80000,1500,80000,2000,,,,,8,30000,Supported,Supported,Supported,Supported,Supported,Supported,Supported,Supported,,Supported,,,,,,,,,,,,,,,,Supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_E2ds_v5,Intel Xeon Platinum 8370C (Ice Lake) [x86-64] Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],2,16,1,75,9000,125,,,4,3750,85,10000,1200,,,,,2,12500,Supported,Supported,Supported,Supported,Supported,Supported,Supported,Supported,,Supported,,,,,,,,,,,,,,,,Supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_E4ds_v5,Intel Xeon Platinum 8370C (Ice Lake) [x86-64] Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],4,32,1,150,19000,250,,,8,6400,145,20000,1200,,,,,2,12500,Supported,Supported,Supported,Supported,Supported,Supported,Supported,Supported,,Supported,,,,,,,,,,,,,,,,Supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_E8ds_v5,Intel Xeon Platinum 8370C (Ice Lake) [x86-64] Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],8,64,1,300,38000,500,,,16,12800,290,20000,1200,,,,,4,12500,Supported,Supported,Supported,Supported,Supported,Supported,Supported,Supported,,Supported,,,,,,,,,,,,,,,,Supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_E16ds_v5,Intel Xeon Platinum 8370C (Ice Lake) [x86-64] Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],16,128,1,600,75000,1000,,,32,25600,600,40000,1200,,,,,8,12500,Supported,Supported,Supported,Supported,Supported,Supported,Supported,Supported,,Supported,,,,,,,,,,,,,,,,Supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_E20ds_v5,Intel Xeon Platinum 8370C (Ice Lake) [x86-64] Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],20,160,1,750,94000,1250,,,32,32000,750,64000,1600,,,,,8,12500,Supported,Supported,Supported,Supported,Supported,Supported,Supported,Supported,,Supported,,,,,,,,,,,,,,,,Supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_E32ds_v5,Intel Xeon Platinum 8370C (Ice Lake) [x86-64] Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],32,256,1,1200,150000,2000,,,32,51200,865,80000,2000,,,,,8,16000,Supported,Supported,Supported,Supported,Supported,Supported,Supported,Supported,,Supported,,,,,,,,,,,,,,,,Supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_E48ds_v5,Intel Xeon Platinum 8370C (Ice Lake) [x86-64] Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],48,384,1,1800,225000,3000,,,32,76800,1315,80000,3000,,,,,8,24000,Supported,Supported,Supported,Supported,Supported,Supported,Supported,Supported,,Supported,,,,,,,,,,,,,,,,Supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_E64ds_v5,Intel Xeon Platinum 8370C (Ice Lake) [x86-64] Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],64,512,1,2400,375000,4000,,,32,80000,1735,80000,3000,,,,,8,30000,Supported,Supported,Supported,Supported,Supported,Supported,Supported,Supported,,Supported,,,,,,,,,,,,,,,,Supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_E96ds_v5,Intel Xeon Platinum 8370C (Ice Lake) [x86-64] Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],96,672,1,3600,450000,4000,,,32,80000,2600,80000,4000,,,,,8,35000,Supported,Supported,Supported,Supported,Supported,Supported,Supported,Supported,,Supported,,,,,,,,,,,,,,,,Supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_E104ids_v5,Intel Xeon Platinum 8370C (Ice Lake) [x86-64] Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],104,672,1,3800,450000,4000,,,64,120000,4000,120000,4000,,,,,8,100000,Supported,Supported,Supported,Supported,Supported,Supported,Supported,Supported,,Supported,,,,,,,,,,,,,,,,Supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_E2ds_v6,Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],2,16,1,110,37500,180,15000,90,8,3750,106,40000,1250,4167,124,44444,1463,2,12500,Supported,Supported,Supported,Supported,Supported,Not Supported,Supported,Supported,Supported,Supported,,,,,,,,,,,,,,,,,,,,,,Not Supported,Not Supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_E4ds_v6,Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],4,32,1,220,75000,360,30000,180,12,6400,212,40000,1250,8333,248,52083,1463,2,12500,Supported,Supported,Supported,Supported,Supported,Not Supported,Supported,Supported,Supported,Supported,,,,,,,,,,,,,,,,,,,,,,Not Supported,Not Supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_E8ds_v6,Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],8,64,1,440,150000,720,60000,360,24,12800,424,40000,1250,16667,496,52083,1463,4,12500,Supported,Supported,Supported,Supported,Supported,Not Supported,Supported,Supported,Supported,Supported,,,,,,,,,,,,,,,,,,,,,,Not Supported,Not Supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_E16ds_v6,Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],16,128,2,440,300000,1440,120000,720,48,25600,848,40000,1250,33333,992,52083,1463,8,12500,Supported,Supported,Supported,Supported,Supported,Not Supported,Supported,Supported,Supported,Supported,,,,,,,,,,,,,,,,,,,,,,Not Supported,Not Supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_E20ds_v6,Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],20,160,2,550,375000,1800,150000,900,48,32000,1060,64000,1600,41667,1240,83333,1872,8,12500,Supported,Supported,Supported,Supported,Supported,Not Supported,Supported,Supported,Supported,Supported,,,,,,,,,,,,,,,,,,,,,,Not Supported,Not Supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_E32ds_v6,Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],32,256,4,440,600000,2880,240000,1440,64,51200,1696,80000,1696,66667,1984,104167,1984,8,16000,Supported,Supported,Supported,Supported,Supported,Not Supported,Supported,Supported,Supported,Supported,,,,,,,,,,,,,,,,,,,,,,Not Supported,Not Supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_E48ds_v6,Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],48,384,6,440,900000,4320,360000,2160,64,76800,2544,80000,2544,100000,2976,104167,2976,8,24000,Supported,Supported,Supported,Supported,Supported,Not Supported,Supported,Supported,Supported,Supported,,,,,,,,,,,,,,,,,,,,,,Not Supported,Not Supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_E64ds_v6,Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],64,512,4,880,1200000,5760,480000,2880,64,102400,3392,102400,3392,133333,3969,133333,3969,8,30000,Supported,Supported,Supported,Supported,Supported,Not Supported,Supported,Supported,Supported,Supported,,,,,,,,,,,,,,,,,,,,,,Not Supported,Not Supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_E96ds_v6,Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],96,768,6,880,1800000,8640,720000,4320,64,153600,5088,153600,5088,200000,5953,200000,5953,8,41000,Supported,Supported,Supported,Supported,Supported,Not Supported,Supported,Supported,Supported,Supported,,,,,,,,,,,,,,,,,,,,,,Not Supported,Not Supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_E128ds_v6,Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],128,1024,4,1760,2400000,11520,960000,5760,64,204800,6782,204800,6782,266667,7935,266667,7935,8,54000,Supported,Supported,Supported,Supported,Supported,Not Supported,Supported,Supported,Supported,Supported,,,,,,,,,,,,,,,,,,,,,,Not Supported,Not Supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_E192ids_v6,Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],192,1832,6,1760,3600000,17280,1440000,8640,64,360000,17280,1440000,8640,400000,12000,400000,12000,8,200000,Supported,Supported,Supported,Supported,Supported,Not Supported,Supported,Supported,Supported,Supported,,,,,,,,,,,,,,,,,,,,,,Not Supported,Not Supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_E2ds_v7,Intel@ Xeon® 6 6973P-C (Granite Rapids) [x86-64],2,,1,110,,,,,10,"4,000",,"45,000",,"5,000",,"56,250",,3,,Supported,Supported,Supported,Supported,Supported,Not Supported,Supported,,,Supported,,,,,,,"16,000",,,,,,,115,"1,410",,,,,135,"1,640",,,,,,,,,,,,,,,,16,"50,000",,,140,,,,,,,,,,280,"25,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_E4ds_v7,Intel@ Xeon® 6 6973P-C (Granite Rapids) [x86-64],4,,1,220,,,,,12,"8,000",,"45,000",,"10,000",,"56,250",,4,,Supported,Supported,Supported,Supported,Supported,Not Supported,Supported,,,Supported,,,,,,,"25,000",,,,,,,230,"1,410",,,,,270,"1,640",,,,,,,,,,,,,,,,32,"100,000",,,280,,,,,,,,,,560,"50,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_E8ds_v7,Intel@ Xeon® 6 6973P-C (Granite Rapids) [x86-64],8,,1,440,,,,,26,"16,000",,"45,000",,"20,000",,"56,250",,4,,Supported,Supported,Supported,Supported,Supported,Not Supported,Supported,,,Supported,,,,,,,"25,000",,,,,,,460,"1,410",,,,,540,"1,640",,,,,,,,,,,,,,,,64,"200,000",,,560,,,,,,,,,,"1,120","100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_E16ds_v7,Intel@ Xeon® 6 6973P-C (Granite Rapids) [x86-64],16,,2,440,,,,,48,"32,000",,"75,000",,"40,000",,"93,750",,8,,Supported,Supported,Supported,Supported,Supported,Not Supported,Supported,,,Supported,,,,,,,"25,000",,,,,,,940,"1,410",,,,,"1,080","1,640",,,,,,,,,,,,,,,,128,"400,000",,,"1,120",,,,,,,,,,"2,240","200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_E20ds_v7,Intel@ Xeon® 6 6973P-C (Granite Rapids) [x86-64],20,,2,550,,,,,48,"40,000",,"75,000",,"50,000",,"93,750",,8,,Supported,Supported,Supported,Supported,Supported,Not Supported,Supported,,,Supported,,,,,,,"25,000",,,,,,,"1,150","1,410",,,,,"1,350","1,640",,,,,,,,,,,,,,,,160,"500,000",,,"1,400",,,,,,,,,,"2,800","250,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_E32ds_v7,Intel@ Xeon® 6 6973P-C (Granite Rapids) [x86-64],32,,4,440,,,,,64,"64,000",,"100,000",,"80,000",,"125,000",,8,,Supported,Supported,Supported,Supported,Supported,Not Supported,Supported,,,Supported,,,,,,,"25,000",,,,,,,"1,885","1,915",,,,,"2,160","2,225",,,,,,,,,,,,,,,,256,"800,000",,,"2,240",,,,,,,,,,"4,480","400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_E48ds_v7,Intel@ Xeon® 6 6973P-C (Granite Rapids) [x86-64],48,,6,440,,,,,64,"96,000",,"160,000",,"120,000",,"200,000",,8,,Supported,Supported,Supported,Supported,Supported,Not Supported,Supported,,,Supported,,,,,,,"35,000",,,,,,,"2,830","2,875",,,,,"3,285","3,335",,,,,,,,,,,,,,,,384,"1,200,000",,,"3,360",,,,,,,,,,"6,720","600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_E64ds_v7,Intel@ Xeon® 6 6973P-C (Granite Rapids) [x86-64],64,,4,880,,,,,64,"128,000",,"160,000",,"160,000",,"200,000",,15,,Supported,Supported,Supported,Supported,Supported,Not Supported,Supported,,,Supported,,,,,,,"45,000",,,,,,,"3,775","3,830",,,,,"4,320","4,450",,,,,,,,,,,,,,,,512,"1,600,000",,,"4,480",,,,,,,,,,"8,960","800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_E96ds_v7,Intel@ Xeon® 6 6973P-C (Granite Rapids) [x86-64],96,,6,880,,,,,64,"192,000",,"200,000",,"240,000",,"205,000",,15,,Supported,Supported,Supported,Supported,Supported,Not Supported,Supported,,,Supported,,,,,,,"70,000",,,,,,,"5,665","5,745",,,,,"6,570","6,675",,,,,,,,,,,,,,,,768,"2,400,000",,,"6,720",,,,,,,,,,"13,440","1,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_E128ds_v7,Intel@ Xeon® 6 6973P-C (Granite Rapids) [x86-64],128,,4,"1,760",,,,,64,"204,800",,"225,280",,"320,000",,"352,000",,15,,Supported,Supported,Supported,Supported,Supported,Not Supported,Supported,,,Supported,,,,,,,"85,000",,,,,,,"7,550","7,660",,,,,"8,640","8,895",,,,,,,,,,,,,,,,"1,024","3,200,000",,,"8,960",,,,,,,,,,"17,920","1,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_E192ds_v7,Intel@ Xeon® 6 6973P-C (Granite Rapids) [x86-64],192,,6,"1,760",,,,,64,"307,200",,"350,000",,"480,000",,"546,875",,15,,Supported,Supported,Supported,Supported,Supported,Not Supported,Supported,,,Supported,,,,,,,"100,000",,,,,,,"11,325","12,000",,,,,"13,140","13,930",,,,,,,,,,,,,,,,"1,536","4,800,000",,,"13,440",,,,,,,,,,"26,880","2,400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*Standard_E248ds_v7,Intel@ Xeon® 6 6973P-C (Granite Rapids) [x86-64],248,,5,"2,816",,,,,64,"396,800",,"500,000",,"620,000",,"781,250",,15,,Supported,Supported,Supported,Supported,Supported,Not Supported,Supported,,,Supported,,,,,,,"150,000",,,,,,,"13,145","15,000",,,,,"16,740","19,385",,,,,,,,,,,,,,,,"1,888","6,400,000",,,"17,000",,,,,,,,,,"35,840","3,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*Standard_E372ids_v7,Intel@ Xeon® 6 6973P-C (Granite Rapids) [x86-64],372,,6,"3,520",,,,,64,"500,000",,"500,000",,"800,000",,"800,000",,15,,Supported,Supported,Supported,Supported,Supported,Not Supported,Supported,,,Supported,,,,,,,"400,000",,,,,,,"16,000","16,000",,,,,"20,000","20,000",,,,,,,,,,,,,,,,"2,832","9,600,000",,,"20,400",,,,,,,,,,"53,760","4,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_E2d_v4,Intel Xeon Platinum 8370C (Ice Lake) [x86-64] Intel Xeon Platinum 8272CL (Cascade Lake) [x86-64] Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],2,16,1,75,9000,125,,,4,3200,48,4000,200,,,,,2,5000,Not Supported,Not Supported,Supported,Supported,Supported,Supported,Supported,Not Supported,,Supported,,,,,,,,,,,,,,,,Supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_E4d_v4,Intel Xeon Platinum 8370C (Ice Lake) [x86-64] Intel Xeon Platinum 8272CL (Cascade Lake) [x86-64] Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],4,32,1,150,19000,250,,,8,6400,96,8000,200,,,,,2,10000,Not Supported,Not Supported,Supported,Supported,Supported,Supported,Supported,Not Supported,,Supported,,,,,,,,,,,,,,,,Supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
